,dataset,algorithm,split_number,pchembl_value,predicted,absolute_error
CHEMBL438935,NYPR1,modsar,1,6.12,6.656807665816101,0.5368076658161005
CHEMBL441936,NYPR1,modsar,1,6.11,5.860000000000023,0.2499999999999769
CHEMBL48456,NYPR1,modsar,1,7.46,7.805110951306066,0.34511095130606595
CHEMBL49461,NYPR1,modsar,1,7.54,8.830227749115345,1.2902277491153447
CHEMBL50184,NYPR1,modsar,1,8.85,8.83052048552181,0.019479514478190296
CHEMBL51290,NYPR1,modsar,1,8.19,7.791118923234354,0.39888107676564566
CHEMBL549699,NYPR1,modsar,1,4.42,6.442300268111474,2.022300268111474
CHEMBL560382,NYPR1,modsar,1,4.82,6.442300268111474,1.6223002681114735
CHEMBL564513,NYPR1,modsar,1,4.8,4.6743946865868775,0.1256053134131223
CHEMBL566041,NYPR1,modsar,1,9.57,10.49737635964177,0.9273763596417695
CHEMBL566255,NYPR1,modsar,1,9.25,9.982802228532343,0.7328022285323428
CHEMBL566664,NYPR1,modsar,1,8.0,8.080333567524676,0.08033356752467569
CHEMBL567719,NYPR1,modsar,1,9.16,9.275864426620824,0.11586442662082419
CHEMBL571013,NYPR1,modsar,1,4.49,4.666941688110485,0.17694168811048439
CHEMBL60737,NYPR1,modsar,1,7.41,7.489999999999995,0.07999999999999474
CHEMBL1300782,NYPR1,modsar,1,4.88,5.1086102109377896,0.22861021093778966
CHEMBL1307319,NYPR1,modsar,1,5.49,4.8300000000000125,0.6599999999999877
CHEMBL1312703,NYPR1,modsar,1,5.28,5.47,0.1899999999999995
CHEMBL1342128,NYPR1,modsar,1,4.95,5.0400000000000205,0.09000000000002029
CHEMBL1351633,NYPR1,modsar,1,4.87,6.48,1.6100000000000003
CHEMBL1353075,NYPR1,modsar,1,4.86,6.4399999999999995,1.5799999999999992
CHEMBL1353428,NYPR1,modsar,1,5.39,8.400000000000006,3.010000000000006
CHEMBL1360426,NYPR1,modsar,1,5.03,5.109999999999999,0.07999999999999918
CHEMBL1366620,NYPR1,modsar,1,5.12,7.77,2.6499999999999995
CHEMBL1377743,NYPR1,modsar,1,5.04,5.29,0.25
CHEMBL1383592,NYPR1,modsar,1,5.13,5.0400000000000205,0.08999999999997943
CHEMBL1385608,NYPR1,modsar,1,4.98,4.5,0.4800000000000004
CHEMBL1386511,NYPR1,modsar,1,5.14,5.0800000000000125,0.059999999999987175
CHEMBL1389982,NYPR1,modsar,1,5.11,5.449999999999999,0.33999999999999897
CHEMBL1402158,NYPR1,modsar,1,5.37,5.280000000000001,0.08999999999999897
CHEMBL1428935,NYPR1,modsar,1,5.39,5.170000000000016,0.21999999999998376
CHEMBL1480648,NYPR1,modsar,1,5.15,5.280000000000001,0.13000000000000078
CHEMBL1499276,NYPR1,modsar,1,5.3,5.280000000000001,0.019999999999998685
CHEMBL1507807,NYPR1,modsar,1,5.08,5.280000000000001,0.20000000000000107
CHEMBL1522356,NYPR1,modsar,1,5.28,5.280000000000001,8.881784197001252e-16
CHEMBL1538792,NYPR1,modsar,1,5.71,5.0800000000000125,0.6299999999999875
CHEMBL1539256,NYPR1,modsar,1,5.12,5.0800000000000125,0.0399999999999876
CHEMBL1599610,NYPR1,modsar,1,5.11,5.26,0.14999999999999947
CHEMBL1608455,NYPR1,modsar,1,4.64,5.2,0.5600000000000005
CHEMBL1610409,NYPR1,modsar,1,5.16,5.170000000000016,0.010000000000015774
CHEMBL1620460,NYPR1,modsar,1,4.99,4.78,0.20999999999999996
CHEMBL1620870,NYPR1,modsar,1,5.02,6.969999999999999,1.9499999999999993
CHEMBL1621471,NYPR1,modsar,1,5.16,5.0400000000000205,0.11999999999997968
CHEMBL1624501,NYPR1,modsar,1,4.82,4.689999999999998,0.13000000000000256
CHEMBL165556,NYPR1,modsar,1,4.77,4.74,0.02999999999999936
CHEMBL1771261,NYPR1,modsar,1,6.68,7.82,1.1400000000000006
CHEMBL187399,NYPR1,modsar,1,8.52,8.400000000000006,0.11999999999999389
CHEMBL187492,NYPR1,modsar,1,7.51,7.746802735257839,0.23680273525783946
CHEMBL189548,NYPR1,modsar,1,7.41,6.640000000000015,0.7699999999999854
CHEMBL2004475,NYPR1,modsar,1,4.98,6.48,1.5
CHEMBL203433,NYPR1,modsar,1,5.88,6.48,0.6000000000000005
CHEMBL204583,NYPR1,modsar,1,5.47,6.48,1.0100000000000007
CHEMBL2046858,NYPR1,modsar,1,6.72,6.519999999999996,0.20000000000000373
CHEMBL2046864,NYPR1,modsar,1,6.92,7.41,0.4900000000000002
CHEMBL206112,NYPR1,modsar,1,5.14,5.009999999999991,0.13000000000000878
CHEMBL206671,NYPR1,modsar,1,6.19,6.48,0.29000000000000004
CHEMBL217692,NYPR1,modsar,1,5.8,6.1299999999999955,0.32999999999999563
CHEMBL238517,NYPR1,modsar,1,7.55,7.02000000000001,0.5299999999999896
CHEMBL2397200,NYPR1,modsar,1,6.58,5.3700000000000045,1.2099999999999955
CHEMBL2397201,NYPR1,modsar,1,7.38,5.3700000000000045,2.0099999999999953
CHEMBL2397295,NYPR1,modsar,1,6.05,5.3700000000000045,0.6799999999999953
CHEMBL239775,NYPR1,modsar,1,5.54,6.3300000000000125,0.7900000000000125
CHEMBL265766,NYPR1,modsar,1,6.02,6.640000000000015,0.6200000000000152
CHEMBL266021,NYPR1,modsar,1,5.8,6.1299999999999955,0.32999999999999563
CHEMBL268351,NYPR1,modsar,1,4.59,6.1299999999999955,1.5399999999999956
CHEMBL269503,NYPR1,modsar,1,10.7,9.009999999999991,1.6900000000000084
CHEMBL288355,NYPR1,modsar,1,7.47,6.1299999999999955,1.3400000000000043
CHEMBL290175,NYPR1,modsar,1,4.79,6.394999999999996,1.604999999999996
CHEMBL298983,NYPR1,modsar,1,7.92,7.77,0.15000000000000036
CHEMBL3208997,NYPR1,modsar,1,5.15,5.280000000000001,0.13000000000000078
CHEMBL3214137,NYPR1,modsar,1,5.08,5.280000000000001,0.20000000000000107
CHEMBL324990,NYPR1,modsar,1,7.89,8.400000000000006,0.510000000000006
CHEMBL362083,NYPR1,modsar,1,8.3,8.400000000000006,0.10000000000000497
CHEMBL364380,NYPR1,modsar,1,8.3,8.400000000000006,0.10000000000000497
CHEMBL379443,NYPR1,modsar,1,6.62,6.3300000000000125,0.2899999999999876
CHEMBL382836,NYPR1,modsar,1,7.65,7.02000000000001,0.6299999999999901
CHEMBL410938,NYPR1,modsar,1,6.4,6.740000000000009,0.34000000000000874
CHEMBL411637,NYPR1,modsar,1,6.63,6.589999999999975,0.040000000000024905
CHEMBL411795,NYPR1,modsar,1,7.8,6.969999999999999,0.830000000000001
CHEMBL415176,NYPR1,modsar,1,4.36,6.1299999999999955,1.7699999999999951
CHEMBL417711,NYPR1,modsar,1,7.0,5.351017169265436,1.648982830734564
CHEMBL422583,NYPR1,modsar,1,7.26,7.77,0.5099999999999998
CHEMBL426314,NYPR1,modsar,1,5.73,7.02000000000001,1.2900000000000098
CHEMBL428992,NYPR1,modsar,1,5.9,6.1299999999999955,0.2299999999999951
CHEMBL429698,NYPR1,modsar,1,7.05,6.1299999999999955,0.9200000000000044
CHEMBL43627,NYPR1,modsar,1,5.96,4.984176698529029,0.975823301470971
CHEMBL437027,NYPR1,modsar,1,8.33,6.589999999999975,1.740000000000025
CHEMBL43710,NYPR1,modsar,1,5.66,4.289999999999992,1.370000000000008
CHEMBL44246,NYPR1,modsar,1,8.0,6.394999999999996,1.605000000000004
CHEMBL49177,NYPR1,modsar,1,7.7,7.77,0.0699999999999994
CHEMBL49461,NYPR1,modsar,1,7.54,7.77,0.22999999999999954
CHEMBL51290,NYPR1,modsar,1,8.19,7.77,0.41999999999999993
CHEMBL51422,NYPR1,modsar,1,7.2,7.77,0.5699999999999994
CHEMBL549699,NYPR1,modsar,1,4.42,8.109999999999996,3.689999999999996
CHEMBL560921,NYPR1,modsar,1,4.66,5.05000000000017,0.3900000000001702
CHEMBL563011,NYPR1,modsar,1,4.15,8.11000000000009,3.9600000000000897
CHEMBL564513,NYPR1,modsar,1,4.8,5.05000000000017,0.25000000000017053
CHEMBL566040,NYPR1,modsar,1,9.34,9.15982069998843,0.18017930001157012
CHEMBL566663,NYPR1,modsar,1,8.37,9.159907398913205,0.7899073989132059
CHEMBL567101,NYPR1,modsar,1,9.41,8.11000000000009,1.2999999999999101
CHEMBL567941,NYPR1,modsar,1,8.74,8.110000000000053,0.6299999999999475
CHEMBL568152,NYPR1,modsar,1,7.72,8.110000000000033,0.39000000000003343
CHEMBL571013,NYPR1,modsar,1,4.49,5.05000000000017,0.5600000000001701
CHEMBL1308461,NYPR2,modsar,1,5.24,5.18,0.0600000000000005
CHEMBL1312220,NYPR2,modsar,1,5.35,5.379017254787955,0.029017254787955693
CHEMBL1327690,NYPR2,modsar,1,4.79,4.85,0.05999999999999961
CHEMBL1335124,NYPR2,modsar,1,5.09,5.013604066635953,0.07639593336404715
CHEMBL1345334,NYPR2,modsar,1,5.26,6.175000000000097,0.9150000000000968
CHEMBL1349920,NYPR2,modsar,1,4.75,5.16,0.41000000000000014
CHEMBL1353428,NYPR2,modsar,1,5.81,5.264591018408309,0.5454089815916907
CHEMBL1360426,NYPR2,modsar,1,5.22,5.716601438157221,0.4966014381572217
CHEMBL1379143,NYPR2,modsar,1,4.84,4.64,0.20000000000000018
CHEMBL1386511,NYPR2,modsar,1,4.74,5.320052899925151,0.5800528999251506
CHEMBL1391119,NYPR2,modsar,1,4.88,4.981878300209007,0.10187830020900712
CHEMBL1423382,NYPR2,modsar,1,5.39,5.924392608471317,0.5343926084713173
CHEMBL1427504,NYPR2,modsar,1,5.22,5.155000000000001,0.06499999999999861
CHEMBL1427745,NYPR2,modsar,1,5.28,6.5294260160021125,1.2494260160021122
CHEMBL1468490,NYPR2,modsar,1,5.24,5.36,0.1200000000000001
CHEMBL1493277,NYPR2,modsar,1,5.32,5.141886224630287,0.17811377536971307
CHEMBL1539256,NYPR2,modsar,1,4.83,4.774975790987572,0.055024209012428216
CHEMBL1563162,NYPR2,modsar,1,4.86,4.570877381350246,0.2891226186497544
CHEMBL1570844,NYPR2,modsar,1,5.36,6.3700000000000045,1.0100000000000042
CHEMBL1579872,NYPR2,modsar,1,4.89,4.913024150445514,0.023024150445514202
CHEMBL1603366,NYPR2,modsar,1,5.0,4.346903265900728,0.6530967340992717
CHEMBL1616825,NYPR2,modsar,1,4.76,4.065305496740037,0.6946945032599627
CHEMBL1620238,NYPR2,modsar,1,4.91,5.210000000000008,0.3000000000000078
CHEMBL1823341,NYPR2,modsar,1,7.6,5.936101029281932,1.6638989707180674
CHEMBL1823342,NYPR2,modsar,1,8.22,7.873014268867577,0.34698573113242404
CHEMBL1823348,NYPR2,modsar,1,7.0,7.2608836370173595,0.2608836370173595
CHEMBL1823575,NYPR2,modsar,1,7.295,7.6932384516443975,0.39823845164439753
CHEMBL1823578,NYPR2,modsar,1,7.85,7.873014268867577,0.02301426886757696
CHEMBL1990096,NYPR2,modsar,1,5.1,5.1,0.0
CHEMBL2030146,NYPR2,modsar,1,6.75,5.964488144720274,0.7855118552797258
CHEMBL2030148,NYPR2,modsar,1,7.14,6.295047206378718,0.8449527936212817
CHEMBL2030149,NYPR2,modsar,1,6.57,5.877401073591473,0.692598926408527
CHEMBL2030152,NYPR2,modsar,1,6.69,6.517606349579459,0.172393650420541
CHEMBL2030154,NYPR2,modsar,1,7.11,6.547025195618135,0.5629748043818656
CHEMBL2030159,NYPR2,modsar,1,5.09,5.9424554445784965,0.8524554445784966
CHEMBL2030161,NYPR2,modsar,1,6.62,6.661459283244827,0.04145928324482728
CHEMBL2030165,NYPR2,modsar,1,6.05,6.458922877548347,0.40892287754834733
CHEMBL2030169,NYPR2,modsar,1,5.87,6.3044904610479815,0.4344904610479814
CHEMBL2030172,NYPR2,modsar,1,5.17,6.464620869614997,1.294620869614997
CHEMBL2030176,NYPR2,modsar,1,6.32,7.092989619878361,0.772989619878361
CHEMBL2030196,NYPR2,modsar,1,6.4,6.854453435032386,0.4544534350323852
CHEMBL21071,NYPR2,modsar,1,5.0,5.30105278967516,0.30105278967516025
CHEMBL2111764,NYPR2,modsar,1,7.25,8.710996616273711,1.460996616273711
CHEMBL214707,NYPR2,modsar,1,8.86,8.635329961753671,0.22467003824632847
CHEMBL21545,NYPR2,modsar,1,4.52,5.549272022738926,1.029272022738926
CHEMBL21605,NYPR2,modsar,1,5.6,5.227566849606536,0.3724331503934639
CHEMBL21728,NYPR2,modsar,1,5.96,6.123599972896937,0.16359997289693684
CHEMBL21737,NYPR2,modsar,1,4.52,5.157192967703237,0.6371929677032373
CHEMBL21997,NYPR2,modsar,1,4.76,4.780437416346293,0.020437416346292814
CHEMBL22056,NYPR2,modsar,1,5.52,5.395867047711931,0.12413295228806831
CHEMBL22131,NYPR2,modsar,1,4.92,5.7392340992450555,0.8192340992450555
CHEMBL22174,NYPR2,modsar,1,4.52,4.722954777834682,0.20295477783468208
CHEMBL2402909,NYPR2,modsar,1,6.32,7.115715968078678,0.7957159680786781
CHEMBL2403024,NYPR2,modsar,1,7.43,7.698589387690831,0.26858938769083096
CHEMBL2403028,NYPR2,modsar,1,7.92,7.929675991014403,0.00967599101440264
CHEMBL262083,NYPR2,modsar,1,5.33,4.525421791899129,0.804578208100871
CHEMBL266021,NYPR2,modsar,1,7.24,8.880080423516178,1.6400804235161779
CHEMBL266077,NYPR2,modsar,1,6.8,7.590132380246009,0.7901323802460087
CHEMBL279236,NYPR2,modsar,1,5.46,4.610944520979882,0.8490554790201177
CHEMBL283106,NYPR2,modsar,1,5.48,5.749650472515193,0.2696504725151927
CHEMBL3104113,NYPR2,modsar,1,6.96,6.7504892138206944,0.20951078617930552
CHEMBL3104119,NYPR2,modsar,1,5.0,7.122660649400135,2.122660649400135
CHEMBL3104122,NYPR2,modsar,1,7.11,6.956199937072634,0.15380006292736592
CHEMBL3104123,NYPR2,modsar,1,6.62,6.800000000000011,0.18000000000001126
CHEMBL3104124,NYPR2,modsar,1,7.57,6.800000000000011,0.7699999999999889
CHEMBL3104177,NYPR2,modsar,1,7.42,7.502912453780379,0.08291245378037893
CHEMBL3104182,NYPR2,modsar,1,7.07,6.7504892138206944,0.31951078617930584
CHEMBL3104191,NYPR2,modsar,1,6.7,7.182480453066354,0.482480453066354
CHEMBL3104199,NYPR2,modsar,1,6.82,7.313188248571187,0.4931882485711867
CHEMBL3104204,NYPR2,modsar,1,7.7,7.553696283589993,0.1463037164100074
CHEMBL3104205,NYPR2,modsar,1,7.8,7.647900546902019,0.15209945309798112
CHEMBL3104206,NYPR2,modsar,1,7.14,7.116593923720294,0.0234060762797057
CHEMBL3104208,NYPR2,modsar,1,7.15,6.8367784763012995,0.3132215236987008
CHEMBL3104214,NYPR2,modsar,1,7.48,7.182660857610967,0.29733914238903303
CHEMBL3104216,NYPR2,modsar,1,7.4,7.402878470026632,0.002878470026631774
CHEMBL3104217,NYPR2,modsar,1,4.77,4.679837591948269,0.09016240805173048
CHEMBL3104220,NYPR2,modsar,1,4.52,4.814251172629611,0.2942511726296111
CHEMBL3104222,NYPR2,modsar,1,4.66,4.890147230312344,0.23014723031234396
CHEMBL3104227,NYPR2,modsar,1,6.77,6.540000000000021,0.22999999999997822
CHEMBL3197426,NYPR2,modsar,1,5.34,5.5117766393093,0.1717766393093001
CHEMBL3211272,NYPR2,modsar,1,5.3,5.284229843442098,0.015770156557901593
CHEMBL3213775,NYPR2,modsar,1,4.79,5.210000000000008,0.4200000000000079
CHEMBL410938,NYPR2,modsar,1,8.68,8.697039716382154,0.01703971638215407
CHEMBL412704,NYPR2,modsar,1,8.88,8.563254580640814,0.31674541935918654
CHEMBL414827,NYPR2,modsar,1,5.32,4.763042861906663,0.5569571380933374
CHEMBL416005,NYPR2,modsar,1,5.4,4.732545940936279,0.6674540590637212
CHEMBL41686,NYPR2,modsar,1,4.23,5.077832006013899,0.8478320060138982
CHEMBL419086,NYPR2,modsar,1,5.57,4.493948764997594,1.0760512350024065
CHEMBL428320,NYPR2,modsar,1,8.68,8.513301985347233,0.16669801465276635
CHEMBL429389,NYPR2,modsar,1,5.32,4.971321880523333,0.34867811947666727
CHEMBL440278,NYPR2,modsar,1,5.96,6.120000117069593,0.16000011706959327
CHEMBL95660,NYPR2,modsar,1,5.43,5.999999998045219,0.5699999980452191
CHEMBL1311570,NYPR2,modsar,1,5.09,4.847803145132078,0.24219685486792208
CHEMBL1311646,NYPR2,modsar,1,4.69,5.839183299788947,1.1491832997889464
CHEMBL1312220,NYPR2,modsar,1,5.35,4.5536801190631575,0.7963198809368421
CHEMBL1360426,NYPR2,modsar,1,5.22,5.278653885705732,0.05865388570573238
CHEMBL1366620,NYPR2,modsar,1,5.21,5.340000000000003,0.13000000000000345
CHEMBL1377743,NYPR2,modsar,1,4.85,4.79,0.05999999999999961
CHEMBL1387309,NYPR2,modsar,1,4.83,4.668074689075854,0.16192531092414608
CHEMBL1389702,NYPR2,modsar,1,4.64,5.324368288318665,0.684368288318665
CHEMBL1389982,NYPR2,modsar,1,5.28,6.418468235410037,1.1384682354100368
CHEMBL1393538,NYPR2,modsar,1,4.88,5.526607014140166,0.6466070141401659
CHEMBL1398754,NYPR2,modsar,1,6.37,5.7203364114996695,0.6496635885003306
CHEMBL1402158,NYPR2,modsar,1,5.26,5.6384960897794745,0.3784960897794747
CHEMBL1427745,NYPR2,modsar,1,5.28,5.658560560955349,0.37856056095534907
CHEMBL1471779,NYPR2,modsar,1,5.1,5.804695875469773,0.7046958754697732
CHEMBL1509886,NYPR2,modsar,1,5.05,5.632860814019729,0.5828608140197291
CHEMBL1511420,NYPR2,modsar,1,4.71,6.092600040719676,1.3826000407196757
CHEMBL1585445,NYPR2,modsar,1,5.37,4.79,0.5800000000000001
CHEMBL1610409,NYPR2,modsar,1,5.09,4.8670849751468435,0.2229150248531564
CHEMBL1616775,NYPR2,modsar,1,5.04,4.649521741152231,0.3904782588477689
CHEMBL1616825,NYPR2,modsar,1,4.76,5.159999999999997,0.3999999999999968
CHEMBL1620238,NYPR2,modsar,1,4.91,5.172245270927649,0.26224527092764927
CHEMBL1620776,NYPR2,modsar,1,5.21,5.8700000000000045,0.6600000000000046
CHEMBL1621027,NYPR2,modsar,1,5.1,5.23,0.13000000000000078
CHEMBL1621471,NYPR2,modsar,1,4.53,5.68002478438101,1.15002478438101
CHEMBL1622175,NYPR2,modsar,1,4.92,5.072824933086645,0.15282493308664513
CHEMBL1823341,NYPR2,modsar,1,7.6,6.472423327638917,1.1275766723610827
CHEMBL1823342,NYPR2,modsar,1,8.22,7.608078534259482,0.6119214657405188
CHEMBL1823353,NYPR2,modsar,1,7.46,7.436617394646831,0.02338260535316916
CHEMBL1823355,NYPR2,modsar,1,7.38,7.359588488206904,0.020411511793096082
CHEMBL1823360,NYPR2,modsar,1,8.0,7.686396730476175,0.3136032695238251
CHEMBL1823578,NYPR2,modsar,1,7.85,7.608078534259482,0.24192146574051776
CHEMBL2029356,NYPR2,modsar,1,5.92,6.9300000000000415,1.0100000000000415
CHEMBL2030154,NYPR2,modsar,1,7.11,6.6121082692034605,0.4978917307965398
CHEMBL2030162,NYPR2,modsar,1,5.22,5.8700000000000045,0.6500000000000048
CHEMBL2030163,NYPR2,modsar,1,7.07,6.6274700573719745,0.4425299426280258
CHEMBL2030172,NYPR2,modsar,1,5.17,5.819400290781587,0.6494002907815872
CHEMBL2030185,NYPR2,modsar,1,7.17,7.029242523982848,0.14075747601715172
CHEMBL2030187,NYPR2,modsar,1,5.8,6.737465927388136,0.9374659273881365
CHEMBL2030190,NYPR2,modsar,1,7.31,6.9300000000000415,0.37999999999995815
CHEMBL20400,NYPR2,modsar,1,4.92,4.94279195581035,0.022791955810349762
CHEMBL20965,NYPR2,modsar,1,4.52,4.820000000000007,0.3000000000000078
CHEMBL214707,NYPR2,modsar,1,8.86,8.641353176145493,0.21864682385450607
CHEMBL21507,NYPR2,modsar,1,6.22,6.04994315597715,0.1700568440228496
CHEMBL21605,NYPR2,modsar,1,5.6,4.730022210893939,0.8699777891060609
CHEMBL21616,NYPR2,modsar,1,4.52,5.087392736048333,0.5673927360483333
CHEMBL21679,NYPR2,modsar,1,5.49,4.898779641099232,0.5912203589007685
CHEMBL21737,NYPR2,modsar,1,4.52,4.475619684148452,0.04438031585154789
CHEMBL21877,NYPR2,modsar,1,6.0,5.965112109150494,0.03488789084950561
CHEMBL21907,NYPR2,modsar,1,5.44,4.94816424068728,0.4918357593127203
CHEMBL22056,NYPR2,modsar,1,5.52,4.911553031631751,0.6084469683682485
CHEMBL22105,NYPR2,modsar,1,4.74,4.483455941796773,0.256544058203227
CHEMBL22174,NYPR2,modsar,1,4.52,4.484830816139515,0.03516918386048484
CHEMBL22840,NYPR2,modsar,1,6.3,6.566107292253474,0.26610729225347374
CHEMBL2392022,NYPR2,modsar,1,9.68,10.244731289272003,0.5647312892720038
CHEMBL2402907,NYPR2,modsar,1,7.15,7.56115572178364,0.4111557217836399
CHEMBL2403023,NYPR2,modsar,1,8.15,7.979422750409819,0.17057724959018117
CHEMBL2403027,NYPR2,modsar,1,7.82,6.897301890757376,0.9226981092426243
CHEMBL266021,NYPR2,modsar,1,7.24,8.680869660825346,1.4408696608253457
CHEMBL268351,NYPR2,modsar,1,8.31,7.5369964170352794,0.773003582964721
CHEMBL278795,NYPR2,modsar,1,4.52,4.940210654460756,0.42021065446075667
CHEMBL281387,NYPR2,modsar,1,5.85,5.281788261758585,0.5682117382414145
CHEMBL3104118,NYPR2,modsar,1,6.8,7.021165763351654,0.22116576335165394
CHEMBL3104121,NYPR2,modsar,1,6.13,6.393409992355139,0.26340999235513873
CHEMBL3104176,NYPR2,modsar,1,6.82,7.052910767572522,0.2329107675725215
CHEMBL3104179,NYPR2,modsar,1,7.48,6.822994508640842,0.6570054913591585
CHEMBL3104186,NYPR2,modsar,1,6.08,6.890110412709313,0.8101104127093128
CHEMBL3104193,NYPR2,modsar,1,7.36,7.35980288904716,0.00019711095284069557
CHEMBL3104195,NYPR2,modsar,1,7.36,7.399999999999976,0.039999999999976055
CHEMBL3104199,NYPR2,modsar,1,6.82,7.801053766754633,0.9810537667546324
CHEMBL3104208,NYPR2,modsar,1,7.15,7.300000000000011,0.150000000000011
CHEMBL3104213,NYPR2,modsar,1,7.15,6.7452893851309295,0.4047106148690709
CHEMBL3104218,NYPR2,modsar,1,7.59,7.027947964596168,0.5620520354038314
CHEMBL3104228,NYPR2,modsar,1,6.14,6.952691907619141,0.8126919076191417
CHEMBL3195229,NYPR2,modsar,1,5.04,4.8157625279743765,0.2242374720256235
CHEMBL3199632,NYPR2,modsar,1,5.01,5.322902742010942,0.3129027420109418
CHEMBL3213775,NYPR2,modsar,1,4.79,5.271791840972393,0.48179184097239336
CHEMBL328860,NYPR2,modsar,1,5.0,4.552278021330983,0.4477219786690174
CHEMBL3578015,NYPR2,modsar,1,7.83,8.169408592289235,0.33940859228923514
CHEMBL3578017,NYPR2,modsar,1,7.205,8.027442555219574,0.822442555219574
CHEMBL406128,NYPR2,modsar,1,7.39,8.688299211090543,1.2982992110905434
CHEMBL411200,NYPR2,modsar,1,8.43,7.255487818338514,1.1745121816614859
CHEMBL412257,NYPR2,modsar,1,8.76,8.603047273671834,0.15695272632816604
CHEMBL412704,NYPR2,modsar,1,8.88,8.686973620538566,0.19302637946143442
CHEMBL417100,NYPR2,modsar,1,5.64,5.177979771388168,0.46202022861183156
CHEMBL419086,NYPR2,modsar,1,5.57,5.159999999999997,0.4100000000000037
CHEMBL428320,NYPR2,modsar,1,8.68,8.359812337663433,0.3201876623365667
CHEMBL429905,NYPR2,modsar,1,8.94,8.090714122128347,0.8492858778716528
CHEMBL438580,NYPR2,modsar,1,6.74,8.405239390424088,1.6652393904240874
CHEMBL540466,NYPR2,modsar,1,5.85,6.83060860805666,0.9806086080566603
CHEMBL78040,NYPR2,modsar,1,5.96,6.170284278081865,0.21028427808186478
CHEMBL95501,NYPR2,modsar,1,6.175,6.35,0.17499999999999982
CHEMBL98875,NYPR2,modsar,1,5.66,6.473242823738069,0.8132428237380687
CHEMBL1328939,NYPR2,modsar,1,5.18,5.24,0.0600000000000005
CHEMBL1335124,NYPR2,modsar,1,5.09,5.16,0.07000000000000028
CHEMBL1353428,NYPR2,modsar,1,5.81,5.04,0.7699999999999996
CHEMBL1360426,NYPR2,modsar,1,5.22,5.16,0.05999999999999961
CHEMBL1383610,NYPR2,modsar,1,4.98,5.16,0.17999999999999972
CHEMBL1389702,NYPR2,modsar,1,4.64,5.16,0.5200000000000005
CHEMBL1389982,NYPR2,modsar,1,5.28,5.16,0.1200000000000001
CHEMBL1423799,NYPR2,modsar,1,5.28,5.16,0.1200000000000001
CHEMBL1439255,NYPR2,modsar,1,4.82,5.16,0.33999999999999986
CHEMBL1453672,NYPR2,modsar,1,5.16,7.0,1.8399999999999999
CHEMBL1487131,NYPR2,modsar,1,5.34,5.16,0.17999999999999972
CHEMBL1509886,NYPR2,modsar,1,5.05,5.35,0.2999999999999998
CHEMBL1511420,NYPR2,modsar,1,4.71,5.920000000000016,1.210000000000016
CHEMBL1522356,NYPR2,modsar,1,5.16,4.9,0.2599999999999998
CHEMBL1543306,NYPR2,modsar,1,6.71,5.920000000000016,0.789999999999984
CHEMBL1574689,NYPR2,modsar,1,5.21,5.16,0.04999999999999982
CHEMBL1585445,NYPR2,modsar,1,5.37,4.79,0.5800000000000001
CHEMBL1585652,NYPR2,modsar,1,5.7,5.16,0.54
CHEMBL1600727,NYPR2,modsar,1,4.76,5.16,0.40000000000000036
CHEMBL1603366,NYPR2,modsar,1,5.0,7.0,2.0
CHEMBL1616825,NYPR2,modsar,1,4.76,5.340000000000125,0.5800000000001253
CHEMBL1617044,NYPR2,modsar,1,5.1,5.1,0.0
CHEMBL1619019,NYPR2,modsar,1,5.23,5.16,0.07000000000000028
CHEMBL1621407,NYPR2,modsar,1,5.01,5.16,0.15000000000000036
CHEMBL1623694,NYPR2,modsar,1,4.94,5.16,0.21999999999999975
CHEMBL17645,NYPR2,modsar,1,5.72,7.0,1.2800000000000002
CHEMBL1823343,NYPR2,modsar,1,6.62,7.0,0.3799999999999999
CHEMBL1823346,NYPR2,modsar,1,7.28,7.0,0.28000000000000025
CHEMBL1823348,NYPR2,modsar,1,7.0,7.0,0.0
CHEMBL1823350,NYPR2,modsar,1,7.4,7.0,0.40000000000000036
CHEMBL1823359,NYPR2,modsar,1,7.765,7.0,0.7649999999999997
CHEMBL1823360,NYPR2,modsar,1,8.0,7.0,1.0
CHEMBL2030145,NYPR2,modsar,1,6.11,5.920000000000016,0.1899999999999844
CHEMBL2030149,NYPR2,modsar,1,6.57,5.920000000000016,0.6499999999999844
CHEMBL2030150,NYPR2,modsar,1,6.68,5.920000000000016,0.7599999999999838
CHEMBL2030154,NYPR2,modsar,1,7.11,5.920000000000016,1.1899999999999844
CHEMBL2030163,NYPR2,modsar,1,7.07,5.920000000000016,1.1499999999999844
CHEMBL2030176,NYPR2,modsar,1,6.32,7.0,0.6799999999999997
CHEMBL2030192,NYPR2,modsar,1,7.23,6.9199999999999875,0.31000000000001293
CHEMBL2030196,NYPR2,modsar,1,6.4,5.920000000000016,0.47999999999998444
CHEMBL20400,NYPR2,modsar,1,4.92,5.04,0.1200000000000001
CHEMBL20773,NYPR2,modsar,1,5.55,5.04,0.5099999999999998
CHEMBL2111764,NYPR2,modsar,1,7.25,8.31,1.0600000000000005
